boundaryID,boundaryISO,boundaryYear,boundaryType,boundarySource-1,boundarySource-2,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,boundaryUpdate,downloadURL
LIE-ADM1-3_0_0-G321,LIE,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/LIE/ADM1/geoBoundaries-3_0_0-LIE-ADM1-all.zip
LTU-ADM0-3_0_0-G322,LTU,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/LTU/ADM0/geoBoundaries-3_0_0-LTU-ADM0-all.zip
LTU-ADM1-3_0_0-G323,LTU,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/LTU/ADM1/geoBoundaries-3_0_0-LTU-ADM1-all.zip
LTU-ADM2-3_0_0-G324,LTU,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/LTU/ADM2/geoBoundaries-3_0_0-LTU-ADM2-all.zip
LTU-ADM3-3_0_0-G325,LTU,2017.0,ADM3,"OpenStreetMap, digitized from https://commons.wikimedia.org/wiki/File:Vilniaus_seniunijos_numeracija.png,",,Public Domain,Photo is public domain; shapefile digitized from photo Vilniaus_seniunijos_numeracija.png,https://commons.wikimedia.org/wiki/File:Vilniaus_seniunijos_numeracija.png,https://commons.wikimedia.org/wiki/File:Vilniaus_seniunijos_numeracija.png,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/LTU/ADM3/geoBoundaries-3_0_0-LTU-ADM3-all.zip
LUX-ADM0-3_0_0-G326,LUX,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/LUX/ADM0/geoBoundaries-3_0_0-LUX-ADM0-all.zip
LUX-ADM1-3_0_0-G327,LUX,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/LUX/ADM1/geoBoundaries-3_0_0-LUX-ADM1-all.zip
LUX-ADM2-3_0_0-G328,LUX,2017.0,ADM2,OpenStreetMap,Public Domain,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/LUX/ADM2/geoBoundaries-3_0_0-LUX-ADM2-all.zip
LUX-ADM3-3_0_0-G329,LUX,2018.0,ADM3,Le Gouvernement du Grande Duche de Luxembourg,,Public Domain,Public Domain,https://data.public.lu/en/datasets/limites-administratives-du-grand-duche-de-luxembourg/,https://data.public.lu/en/datasets/limites-administratives-du-grand-duche-de-luxembourg/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/LUX/ADM3/geoBoundaries-3_0_0-LUX-ADM3-all.zip
MKD-ADM0-3_0_0-G330,MKD,2016.0,ADM0,EuroGeographics,Regional IM Working Group - Europe,Creative Commons Attribution 4.0 International (CC BY 4.0),Noted in metadata tab,https://data.humdata.org/dataset/fyrom-administrative-levels-1-4-from-eurogeographics-and-ntes,https://data.humdata.org/dataset/fyrom-administrative-levels-1-4-from-eurogeographics-and-ntes,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MKD/ADM0/geoBoundaries-3_0_0-MKD-ADM0-all.zip
MKD-ADM1-3_0_0-G331,MKD,2016.0,ADM1,Humanitarian Data Exchange,NTES,Creative Commons Attribution 4.0 International (CC BY 4.0),Noted in metadata tab,https://data.humdata.org/dataset/fyrom-administrative-levels-1-4-from-eurogeographics-and-ntes,https://data.humdata.org/dataset/fyrom-administrative-levels-1-4-from-eurogeographics-and-ntes,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MKD/ADM1/geoBoundaries-3_0_0-MKD-ADM1-all.zip
MKD-ADM2-3_0_0-G332,MKD,2016.0,ADM2,EuroGeographics,Regional IM Working Group - Europe,Creative Commons Attribution 4.0 International (CC BY 4.0),Noted in metadata tab,https://data.humdata.org/dataset/fyrom-administrative-levels-1-4-from-eurogeographics-and-ntes,https://data.humdata.org/dataset/fyrom-administrative-levels-1-4-from-eurogeographics-and-ntes,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MKD/ADM2/geoBoundaries-3_0_0-MKD-ADM2-all.zip
MDG-ADM0-3_0_0-G333,MDG,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MDG/ADM0/geoBoundaries-3_0_0-MDG-ADM0-all.zip
MDG-ADM1-3_0_0-G334,MDG,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MDG/ADM1/geoBoundaries-3_0_0-MDG-ADM1-all.zip
MDG-ADM2-3_0_0-G335,MDG,2017.0,ADM2,United Nations Office for the Coordination of Humanitarian Affairs ROSA,,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/madagascar-administrative-level-0-4-boundaries,https://data.humdata.org/dataset/madagascar-administrative-level-0-4-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MDG/ADM2/geoBoundaries-3_0_0-MDG-ADM2-all.zip
MDG-ADM3-3_0_0-G336,MDG,2017.0,ADM3,United Nations Office for the Coordination of Humanitarian Affairs ROSA,,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/madagascar-administrative-level-0-4-boundaries,https://data.humdata.org/dataset/madagascar-administrative-level-0-4-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MDG/ADM3/geoBoundaries-3_0_0-MDG-ADM3-all.zip
MDG-ADM4-3_0_0-G337,MDG,2017.0,ADM4,United Nations Office for the Coordination of Humanitarian Affairs ROSA,,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/madagascar-administrative-level-0-4-boundaries,https://data.humdata.org/dataset/madagascar-administrative-level-0-4-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MDG/ADM4/geoBoundaries-3_0_0-MDG-ADM4-all.zip
MWI-ADM0-3_0_0-G338,MWI,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MWI/ADM0/geoBoundaries-3_0_0-MWI-ADM0-all.zip
MWI-ADM1-3_0_0-G339,MWI,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MWI/ADM1/geoBoundaries-3_0_0-MWI-ADM1-all.zip
MWI-ADM2-3_0_0-G340,MWI,2002.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MWI/ADM2/geoBoundaries-3_0_0-MWI-ADM2-all.zip
MWI-ADM3-3_0_0-G341,MWI,2008.0,ADM3,OCHA,National Statistical Office of Malawi,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/malawi-administrative-level-0-3-boundaries,https://data.humdata.org/dataset/malawi-administrative-level-0-3-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MWI/ADM3/geoBoundaries-3_0_0-MWI-ADM3-all.zip
MYS-ADM0-3_0_0-G342,MYS,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MYS/ADM0/geoBoundaries-3_0_0-MYS-ADM0-all.zip
MYS-ADM1-3_0_0-G343,MYS,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MYS/ADM1/geoBoundaries-3_0_0-MYS-ADM1-all.zip
MYS-ADM2-3_0_0-G344,MYS,2018.0,ADM2,Wikipedia,Department of Statistics Malaysia,Creative Commons Attribution 4.0 International (CC BY 4.0),Shapefile digitized from https://upload.wikimedia.org/wikipedia/commons/2/2b/Malaysia_location_map_with_districts.svg,https://en.wikipedia.org/wiki/File:Malaysia_location_map_with_districts.svg,https://en.wikipedia.org/wiki/File:Malaysia_location_map_with_districts.svg,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MYS/ADM2/geoBoundaries-3_0_0-MYS-ADM2-all.zip
MDV-ADM0-3_0_0-G345,MDV,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MDV/ADM0/geoBoundaries-3_0_0-MDV-ADM0-all.zip
MDV-ADM1-3_0_0-G346,MDV,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MDV/ADM1/geoBoundaries-3_0_0-MDV-ADM1-all.zip
MLI-ADM0-3_0_0-G347,MLI,2015.0,ADM0,"DNCT - Direction Nationale des Colelctivit̩s Territorielles, DNP - Direction Nationale de la Population","United Nations Office for the Coordination of Humanitarian Affairs, Mali",Creative Commons Attribution 4.0 International (CC BY 4.0),Noted in metadata tab,https://data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,https://data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MLI/ADM0/geoBoundaries-3_0_0-MLI-ADM0-all.zip
MLI-ADM1-3_0_0-G348,MLI,2015.0,ADM1,"DNCT - Direction Nationale des Colelctivit̩s Territorielles, DNP - Direction Nationale de la Population","United Nations Office for the Coordination of Humanitarian Affairs, Mali",Creative Commons Attribution 4.0 International (CC BY 4.0),Noted in metadata tab,https://data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,https://data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MLI/ADM1/geoBoundaries-3_0_0-MLI-ADM1-all.zip
MLI-ADM2-3_0_0-G349,MLI,2015.0,ADM2,"DNCT - Direction Nationale des Colelctivit̩s Territorielles, DNP - Direction Nationale de la Population","United Nations Office for the Coordination of Humanitarian Affairs, Mali",Creative Commons Attribution 4.0 International (CC BY 4.0),Noted in metadata tab,https://data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,https://data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MLI/ADM2/geoBoundaries-3_0_0-MLI-ADM2-all.zip
MLI-ADM3-3_0_0-G350,MLI,2015.0,ADM3,"DNCT - Direction Nationale des Colelctivit̩s Territorielles, DNP - Direction Nationale de la Population","United Nations Office for the Coordination of Humanitarian Affairs, Mali",Creative Commons Attribution 4.0 International (CC BY 4.0),Noted in metadata tab,https://data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,https://data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MLI/ADM3/geoBoundaries-3_0_0-MLI-ADM3-all.zip
MLT-ADM0-3_0_0-G351,MLT,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MLT/ADM0/geoBoundaries-3_0_0-MLT-ADM0-all.zip
MLT-ADM1-3_0_0-G352,MLT,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MLT/ADM1/geoBoundaries-3_0_0-MLT-ADM1-all.zip
MHL-ADM0-3_0_0-G353,MHL,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MHL/ADM0/geoBoundaries-3_0_0-MHL-ADM0-all.zip
MHL-ADM1-3_0_0-G354,MHL,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MHL/ADM1/geoBoundaries-3_0_0-MHL-ADM1-all.zip
MRT-ADM0-3_0_0-G355,MRT,2013.0,ADM0,World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (Regional Office for West and Central Africa (ROWCA)),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/mauritania-administrative-boundaries,https://data.humdata.org/dataset/mauritania-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MRT/ADM0/geoBoundaries-3_0_0-MRT-ADM0-all.zip
MRT-ADM1-3_0_0-G356,MRT,2013.0,ADM1,World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (Regional Office for West and Central Africa (ROWCA)),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/mauritania-administrative-boundaries,https://data.humdata.org/dataset/mauritania-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MRT/ADM1/geoBoundaries-3_0_0-MRT-ADM1-all.zip
MRT-ADM2-3_0_0-G357,MRT,2009.0,ADM2,World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (Regional Office for West and Central Africa (ROWCA)),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/mauritania-administrative-boundaries,https://data.humdata.org/dataset/mauritania-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MRT/ADM2/geoBoundaries-3_0_0-MRT-ADM2-all.zip
MUS-ADM0-3_0_0-G358,MUS,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MUS/ADM0/geoBoundaries-3_0_0-MUS-ADM0-all.zip
MUS-ADM1-3_0_0-G359,MUS,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MUS/ADM1/geoBoundaries-3_0_0-MUS-ADM1-all.zip
MEX-ADM0-3_0_0-G360,MEX,2017.0,ADM0,Instituto Nacional de Estadistica y Geografia (INEGI),,Other - Organization Specific,"Free to adapt and redistribute, can be used for commercial use",https://www.inegi.org.mx/inegi/terminos.html,https://www.inegi.org.mx/temas/mg/default.html#Descargas,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MEX/ADM0/geoBoundaries-3_0_0-MEX-ADM0-all.zip
MEX-ADM1-3_0_0-G361,MEX,2017.0,ADM1,Instituto Nacional de Estadistica y Geografia (INEGI),,Other - Organization Specific,"Free to adapt and redistribute, can be used for commercial use",https://www.inegi.org.mx/inegi/terminos.html,https://www.inegi.org.mx/temas/mg/default.html#Descargas,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MEX/ADM1/geoBoundaries-3_0_0-MEX-ADM1-all.zip
MEX-ADM2-3_0_0-G362,MEX,2017.0,ADM2,Instituto Nacional de Estadistica y Geografia (INEGI),,Other - Organization Specific,Free to copy and redistribute commerically and non-commercially,https://www.inegi.org.mx/inegi/terminos.html,https://www.inegi.org.mx/temas/mg/default.html#Descargas,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MEX/ADM2/geoBoundaries-3_0_0-MEX-ADM2-all.zip
FSM-ADM0-3_0_0-G363,FSM,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FSM/ADM0/geoBoundaries-3_0_0-FSM-ADM0-all.zip
FSM-ADM1-3_0_0-G364,FSM,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FSM/ADM1/geoBoundaries-3_0_0-FSM-ADM1-all.zip
FSM-ADM2-3_0_0-G365,FSM,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/FSM/ADM2/geoBoundaries-3_0_0-FSM-ADM2-all.zip
MDA-ADM0-3_0_0-G366,MDA,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MDA/ADM0/geoBoundaries-3_0_0-MDA-ADM0-all.zip
MDA-ADM1-3_0_0-G367,MDA,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MDA/ADM1/geoBoundaries-3_0_0-MDA-ADM1-all.zip
MCO-ADM0-3_0_0-G368,MCO,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MCO/ADM0/geoBoundaries-3_0_0-MCO-ADM0-all.zip
MCO-ADM1-3_0_0-G369,MCO,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MCO/ADM1/geoBoundaries-3_0_0-MCO-ADM1-all.zip
MCO-ADM2-3_0_0-G370,MCO,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MCO/ADM2/geoBoundaries-3_0_0-MCO-ADM2-all.zip
MNG-ADM0-3_0_0-G371,MNG,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MNG/ADM0/geoBoundaries-3_0_0-MNG-ADM0-all.zip
MNG-ADM1-3_0_0-G372,MNG,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MNG/ADM1/geoBoundaries-3_0_0-MNG-ADM1-all.zip
MNG-ADM2-3_0_0-G373,MNG,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MNG/ADM2/geoBoundaries-3_0_0-MNG-ADM2-all.zip
MNE-ADM0-3_0_0-G374,MNE,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MNE/ADM0/geoBoundaries-3_0_0-MNE-ADM0-all.zip
MNE-ADM1-3_0_0-G375,MNE,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MNE/ADM1/geoBoundaries-3_0_0-MNE-ADM1-all.zip
MAR-ADM0-3_0_0-G376,MAR,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MAR/ADM0/geoBoundaries-3_0_0-MAR-ADM0-all.zip
MAR-ADM1-3_0_0-G377,MAR,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MAR/ADM1/geoBoundaries-3_0_0-MAR-ADM1-all.zip
MAR-ADM2-3_0_0-G378,MAR,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MAR/ADM2/geoBoundaries-3_0_0-MAR-ADM2-all.zip
MOZ-ADM0-3_0_0-G379,MOZ,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MOZ/ADM0/geoBoundaries-3_0_0-MOZ-ADM0-all.zip
MOZ-ADM1-3_0_0-G380,MOZ,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MOZ/ADM1/geoBoundaries-3_0_0-MOZ-ADM1-all.zip
MOZ-ADM2-3_0_0-G381,MOZ,2017.0,ADM2,"World Food Programme, INE",Derived from ADM3 layer,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/mozambique-administrative-levels-0-3,https://data.humdata.org/dataset/mozambique-administrative-levels-0-3,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MOZ/ADM2/geoBoundaries-3_0_0-MOZ-ADM2-all.zip
MOZ-ADM3-3_0_0-G382,MOZ,2017.0,ADM3,"World Food Programme, INE",United Nations Office for the Coordination of Humanitarian Affairs Regional Office for Southern Africa (ROSA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/mozambique-administrative-levels-0-3,https://data.humdata.org/dataset/mozambique-administrative-levels-0-3,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MOZ/ADM3/geoBoundaries-3_0_0-MOZ-ADM3-all.zip
MMR-ADM0-3_0_0-G383,MMR,2014.0,ADM0,"Myanmar Information Management Unit (MIMU), United Nations Development Programme (UNDP)",Derived from ADM 3 layer,Open Government License v1.0,Granted in terms of use,http://themimu.info/license/,http://geonode.themimu.info/layers/?limit=5&offset=10,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MMR/ADM0/geoBoundaries-3_0_0-MMR-ADM0-all.zip
MMR-ADM1-3_0_0-G384,MMR,2014.0,ADM1,OpenStreetMap,,Open Data Commons Open Database License 1.0,,https://www.openstreetmap.org/copyright,http://geonode.themimu.info/layers/?limit=5&offset=10,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MMR/ADM1/geoBoundaries-3_0_0-MMR-ADM1-all.zip
MMR-ADM2-3_0_0-G385,MMR,2014.0,ADM2,"Myanmar Information Management Unit (MIMU), United Nations Development Programme (UNDP)",,Open Data Commons Open Database License 1.0,Granted in terms of use,https://www.openstreetmap.org/copyright,http://geonode.themimu.info/layers/?limit=5&offset=10,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MMR/ADM2/geoBoundaries-3_0_0-MMR-ADM2-all.zip
MMR-ADM3-3_0_0-G386,MMR,2014.0,ADM3,OpenStreetMap,,Open Data Commons Open Database License 1.0,,https://www.openstreetmap.org/copyright,http://geonode.themimu.info/layers/?limit=5&offset=10,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/MMR/ADM3/geoBoundaries-3_0_0-MMR-ADM3-all.zip
